national_number,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,evochain_0,evochain_1,evochain_2,evochain_3,evochain_4,evochain_5,evochain_6,gigantamax,mega_evolution,mega_evolution_alt,description,image_path
525,V,boldore,Gantle,rock,,Ore Pokémon,50.2,49.8,0.9,102.0,120,3840,70,105,105,50,40,20,Sturdy,Weak Armor,,Sand Force,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,Roggenrola,Level ,Boldore,Trade,Gigalith,,,,,,"If you see its orange crystals start to glow, be wary. It’s about to fire off bursts of energy.",pokemon_images/Boldore.jpg
526,V,gigalith,Gigaiath,rock,,Compressed Pokémon,50.2,49.8,1.7,260.0,45,3840,85,135,130,60,80,25,Sturdy,Sand Stream,,Sand Force,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,Roggenrola,Level ,Boldore,Trade,Gigalith,,,,,,"This hardy Pokémon can often be found on construction sites and in mines, working alongside people and Copperajah.",pokemon_images/Gigalith.jpg
527,V,woobat,Koromori,psychic,flying,Bat Pokémon,50.2,49.8,0.4,2.1,190,3840,65,45,43,55,43,72,Unaware,Klutz,,Simple,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Woobat,Level Up with Happiness Value at 220,Swoobat,,,,,,,,"While inside a cave, if you look up and see lots of heart-shaped marks lining the walls, it’s evidence that Woobat live there.",pokemon_images/Woobat.jpg
528,V,swoobat,Kokoromori,psychic,flying,Courting Pokémon,50.2,49.8,0.9,10.5,45,3840,67,57,55,77,55,114,Unaware,Klutz,,Simple,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Woobat,Level Up with Happiness Value at 220,Swoobat,,,,,,,,"Emitting powerful sound waves tires it out. Afterward, it won’t be able to fly for a little while.",pokemon_images/Swoobat.jpg
529,V,drilbur,Mogurew,ground,,Mole Pokémon,50.2,49.8,0.3,8.5,120,5120,60,85,40,30,45,68,Sand Rush,Sand Force,,Mold Breaker,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0,Drilbur,Level ,Excadrill,,,,,,,,It brings its claws together and whirls around at high speed before rushing toward its prey.,pokemon_images/Drilbur.jpg
530,V,excadrill,Doryuzu,ground,steel,Subterrene Pokémon,50.2,49.8,0.7,40.4,60,5120,110,135,60,50,65,88,Sand Rush,Sand Force,,Mold Breaker,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,0,0,0,Drilbur,Level ,Excadrill,,,,,,,,It’s not uncommon for tunnels that appear to have formed naturally to actually be a result of Excadrill’s rampant digging.,pokemon_images/Excadrill.jpg
531,V,audino,Tabunne,normal,,Hearing Pokémon,50.2,49.8,1.1,31.0,255,5120,103,60,86,60,86,50,Healer,Regenerator,,Klutz,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Audino,,,,,,,,Mega Audino,,Audino’s sense of hearing is superb. Not even a pebble rolling along over a mile away will escape Audino’s ears.,pokemon_images/Audino.jpg
532,V,timburr,Dokkorer,fighting,,Muscular Pokémon,75.49,24.51,0.6,12.5,180,5120,75,80,55,25,35,35,Guts,Sheer Force,,Iron Fist,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,Timburr,Level ,Gurdurr,Trade,Conkeldurr,,,,,,"It loves helping out with construction projects. It loves it so much that if rain causes work to halt, it swings its log around and throws a tantrum.",pokemon_images/Timburr.jpg
533,V,gurdurr,Dotekkotsu,fighting,,Muscular Pokémon,75.49,24.51,1.2,40.0,90,5120,85,105,85,40,50,40,Guts,Sheer Force,,Iron Fist,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,Timburr,Level ,Gurdurr,Trade,Conkeldurr,,,,,,"It shows off its muscles to Machoke and other Gurdurr. If it fails to measure up to the other Pokémon, it lies low for a little while.",pokemon_images/Gurdurr.jpg
534,V,conkeldurr,Roubushin,fighting,,Muscular Pokémon,75.49,24.51,1.4,87.0,45,5120,105,140,95,55,65,45,Guts,Sheer Force,,Iron Fist,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,Timburr,Level ,Gurdurr,Trade,Conkeldurr,,,,,,"Concrete mixed by Conkeldurr is much more durable than normal concrete, even when the compositions of the two materials are the same.",pokemon_images/Conkeldurr.jpg
535,V,tympole,Otamaro,water,,Tadpole Pokémon,50.2,49.8,0.5,4.5,255,5120,50,50,40,50,40,64,Swift Swim,Hydration,,Water Absorb,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Tympole,Level ,Palpitoad,Level ,Seismitoad,,,,,,Graceful ripples running across the water’s surface are a sure sign that Tympole are singing in high-pitched voices below.,pokemon_images/Tympole.jpg
536,V,palpitoad,Gamagaru,water,ground,Vibration Pokémon,50.2,49.8,0.8,17.0,120,5120,75,65,55,65,55,69,Swift Swim,Hydration,,Water Absorb,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,0,0,Tympole,Level ,Palpitoad,Level ,Seismitoad,,,,,,"It weakens its prey with sound waves intense enough to cause headaches, then entangles them with its sticky tongue.",pokemon_images/Palpitoad.jpg
537,V,seismitoad,Gamageroge,water,ground,Vibration Pokémon,50.2,49.8,1.5,62.0,45,5120,105,95,75,85,75,74,Swift Swim,Poison Touch,,Water Absorb,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,0,0,Tympole,Level ,Palpitoad,Level ,Seismitoad,,,,,,The vibrating of the bumps all over its body causes earthquake-like tremors. Seismitoad and Croagunk are similar species.,pokemon_images/Seismitoad.jpg
538,V,throh,Nageki,fighting,,Judo Pokémon,100,0,1.3,55.5,45,5120,120,100,85,30,85,45,Guts,Inner Focus,,Mold Breaker,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,Throh,,,,,,,,,,"It performs throwing moves with first-rate skill. Over the course of many battles, Throh’s belt grows darker as it absorbs its wearer’s sweat.",pokemon_images/Throh.jpg
539,V,sawk,Dageki,fighting,,Karate Pokémon,100,0,1.4,51.0,45,5120,75,125,75,30,75,85,Sturdy,Inner Focus,,Mold Breaker,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,Sawk,,,,,,,,,,"If you see a Sawk training in the mountains in its single-minded pursuit of strength, it’s best to quietly pass by.",pokemon_images/Sawk.jpg
540,V,sewaddle,Kurumiru,bug,grass,Sewing Pokémon,50,50,0.3,2.5,255,3840,45,53,70,40,60,42,Swarm,Chlorophyll,,Overcoat,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Sewaddle,Level ,Swadloon,Level Up with Happiness Value at 220,Leavanny,,,,,,This Pokémon makes clothes for itself. It chews up leaves and sews them with sticky thread extruded from its mouth.,pokemon_images/Sewaddle.jpg
541,V,swadloon,Kurumayu,bug,grass,Leaf-Wrapped Pokémon,50,50,0.5,7.3,120,3840,55,63,90,50,80,42,Leaf Guard,Chlorophyll,,Overcoat,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Sewaddle,Level ,Swadloon,Level Up with Happiness Value at 220,Leavanny,,,,,,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.,pokemon_images/Swadloon.jpg
542,V,leavanny,Hahakomori,bug,grass,Nurturing Pokémon,50,50,1.2,20.5,45,3840,75,103,80,70,80,92,Swarm,Chlorophyll,,Overcoat,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Sewaddle,Level ,Swadloon,Level Up with Happiness Value at 220,Leavanny,,,,,,"Upon finding a small Pokémon, it weaves clothing for it from leaves by using the sticky silk secreted from its mouth.",pokemon_images/Leavanny.jpg
543,V,venipede,Fushide,bug,poison,Centipede Pokémon,50.2,49.8,0.4,5.3,255,3840,30,45,59,30,39,57,Poison Point,Swarm,,Speed Boost,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0,0,0,Venipede,Level ,Whirlipede,Level ,Scolipede,,,,,,"Venipede and Sizzlipede are similar species, but when the two meet, a huge fight ensues.",pokemon_images/Venipede.jpg
544,V,whirlipede,Wheega,bug,poison,Curlipede Pokémon,50.2,49.8,1.2,58.5,120,3840,40,55,99,40,79,47,Poison Point,Swarm,,Speed Boost,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0,0,0,Venipede,Level ,Whirlipede,Level ,Scolipede,,,,,,This Pokémon spins itself rapidly and charges into its opponents. Its top speed is just over 60 mph.,pokemon_images/Whirlipede.jpg
545,V,scolipede,Pendror,bug,poison,Megapede Pokémon,50.2,49.8,2.5,200.5,45,5120,60,100,89,55,69,112,Poison Point,Swarm,,Speed Boost,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0,0,0,Venipede,Level ,Whirlipede,Level ,Scolipede,,,,,,Scolipede latches on to its prey with the claws on its neck before slamming them into the ground and jabbing them with its claws’ toxic spikes.,pokemon_images/Scolipede.jpg
546,V,cottonee,Monmen,grass,fairy,Cotton Puff Pokémon,50.2,49.8,0.3,0.6,190,5120,40,27,60,37,50,66,Prankster,Infiltrator,,Chlorophyll,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,Cottonee,Use Sun Stone,Whimsicott,,,,,,,,"It shoots cotton from its body to protect itself. If it gets caught up in hurricane-strength winds, it can get sent to the other side of the Earth.",pokemon_images/Cottonee.jpg
547,V,whimsicott,Elfuun,grass,fairy,Windveiled Pokémon,50.2,49.8,0.7,6.6,75,5120,60,67,85,77,75,116,Prankster,Infiltrator,,Chlorophyll,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,Cottonee,Use Sun Stone,Whimsicott,,,,,,,,"It scatters cotton all over the place as a prank. If it gets wet, it’ll become too heavy to move and have no choice but to answer for its mischief.",pokemon_images/Whimsicott.jpg
548,V,petilil,Churine,grass,,Bulb Pokémon,0,100,0.5,6.6,190,5120,45,35,50,70,50,30,Chlorophyll,Own Tempo,,Leaf Guard,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Petilil,Use Sun Stone,Lilligant,,,,,,,,Petilil appears around sources of clean water. Boiling leaves from this Pokémon’s head results in a liquid that’s sometimes used as a bug repellent.,pokemon_images/Petilil.jpg
549,V,lilligant,Dredear,grass,,Flowering Pokémon,0,100,1.1,16.3,75,5120,70,60,75,110,75,90,Chlorophyll,Own Tempo,,Leaf Guard,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Petilil,Use Sun Stone,Lilligant,,,,,,,,It’s believed that even first-rate gardeners have a hard time getting the flower on a Lilligant’s head to bloom.,pokemon_images/Lilligant.jpg
550,V,basculin,Bassrao,water,,Hostile Pokémon,50.2,49.8,1.0,18.0,25,10240,70,92,65,80,55,98,Reckless (Red-Striped Form),Rock Head (Blue-Striped Form),Adaptability,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Basculin,,,,,,,,,,Anglers love the fight this Pokémon puts up on the hook. And there are always more to catch— many people release them into lakes illicitly.,pokemon_images/Basculin.jpg
551,V,sandile,Meguroco,ground,dark,Desert Croc Pokémon,50.2,49.8,0.7,15.2,180,5120,50,72,35,35,35,65,Intimidate,Moxie,,Anger Point,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,0,0,0,Sandile,Level ,Krokorok,Level ,Krookodile,,,,,,"The desert gets cold at night, so when the sun sets, this Pokémon burrows deep into the sand and sleeps until sunrise.",pokemon_images/Sandile.jpg
552,V,krokorok,Waruvile,ground,dark,Desert Croc Pokémon,50.2,49.8,1.0,33.4,90,5120,60,82,45,45,45,74,Intimidate,Moxie,,Anger Point,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,0,0,0,Sandile,Level ,Krokorok,Level ,Krookodile,,,,,,Krokorok has specialized eyes that enable it to see in the dark. This ability lets Krokorok hunt in the dead of night without getting lost.,pokemon_images/Krokorok.jpg
553,V,krookodile,Waruvial,ground,dark,Intimidation Pokémon,50.2,49.8,1.5,96.3,45,5120,95,117,80,65,70,92,Intimidate,Moxie,,Anger Point,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,0,0,0,Sandile,Level ,Krokorok,Level ,Krookodile,,,,,,This Pokémon is known as the Bully of the Sands. Krookodile’s mighty jaws can bite through heavy plates of iron with almost no effort at all.,pokemon_images/Krookodile.jpg
554,V,darumaka,Darumakka,fire,ice,Zen Charm Pokémon,50.2,49.8,0.6,37.5,120,5120,70,90,45,15,45,50,Hustle,,,Hustle- Inner Focus,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,Darumaka,Level,Darmanitan,,,,,,,,"It derives its power from fire burning inside its body. If the fire dwindles, this Pokémon will immediately fall asleep.",pokemon_images/Darumaka.jpg
555,V,darmanitan,Hihidaruma,fire,fire,Blazing Pokémon,50.2,49.8,1.3,92.9,60,5120,105,140,55,30,55,95,Sheer Force,,,Gorilla Tactics- Zen Mode,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,Darumaka,Level,Darmanitan,,,,,,,,The thick arms of this hot-blooded Pokémon can deliver punches capable of obliterating a dump truck.,pokemon_images/Darmanitan.jpg
556,V,maractus,Maracacchi,grass,,Cactus Pokémon,50.2,49.8,1.0,28.0,255,5120,75,86,67,106,67,60,Water Absorb,Chlorophyll,,Storm Drain,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Maractus,,,,,,,,,,"With noises that could be mistaken for the rattles of maracas, it creates an upbeat rhythm, startling bird Pokémon and making them fly off in a hurry.",pokemon_images/Maractus.jpg
557,V,dwebble,Ishizumai,bug,rock,Rock Inn Pokémon,50.2,49.8,0.3,14.5,190,5120,50,65,85,35,35,55,Sturdy,Shell Armor,,Weak Armor,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,Dwebble,Level ,Crustle,,,,,,,,"When it finds a stone appealing, it creates a hole inside it and uses it as its home. This Pokémon is the natural enemy of Roggenrola and Rolycoly.",pokemon_images/Dwebble.jpg
558,V,crustle,Iwapalace,bug,rock,Stone Home Pokémon,50.2,49.8,1.4,200.0,75,5120,70,105,125,65,75,45,Sturdy,Shell Armor,,Weak Armor,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,Dwebble,Level ,Crustle,,,,,,,,This highly territorial Pokémon prefers dry climates. It won’t come out of its boulder on rainy days.,pokemon_images/Crustle.jpg
559,V,scraggy,Zuruggu,dark,fighting,Shedding Pokémon,50.2,49.8,0.6,11.8,180,3840,50,75,70,35,70,48,Shed Skin,Moxie,,Intimidate,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,0,0,0,Scraggy,Level ,Scrafty,,,,,,,,"If it locks eyes with you, watch out! Nothing and no one is safe from the reckless headbutts of this troublesome Pokémon.",pokemon_images/Scraggy.jpg
560,V,scrafty,Zuruzukin,dark,fighting,Hoodlum Pokémon,50.2,49.8,1.1,30.0,90,3840,65,90,115,45,115,58,Shed Skin,Moxie,,Intimidate,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,0,0,0,Scraggy,Level ,Scrafty,,,,,,,,"As halfhearted as this Pokémon’s kicks may seem, they pack enough power to shatter Conkeldurr’s concrete pillars.",pokemon_images/Scrafty.jpg
561,V,sigilyph,Symboler,psychic,flying,Avianoid Pokémon,50.2,49.8,1.4,14.0,45,5120,72,58,80,103,80,97,Wonder Skin ,Magic Guard,,Tinted Lens,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Sigilyph,,,,,,,,,,Psychic power allows these Pokémon to fly. Some say they were the guardians of an ancient city. Others say they were the guardians’ emissaries.,pokemon_images/Sigilyph.jpg
562,V,yamask,Desumasu,ghost,ground,Spirit Pokémon,50.2,49.8,0.5,1.5,190,6400,38,30,85,55,65,30,Mummy (Normal Forme),Wandering Spirit (Galarian Form),,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Yamask,Level 34,Cofagrigus,,,,,,,,"It wanders through ruins by night, carrying a mask that’s said to have been the face it had when it was still human.",pokemon_images/Yamask.jpg
563,V,cofagrigus,Desukarn,ghost,,Coffin Pokémon,50.2,49.8,1.7,76.5,90,6400,58,50,145,95,105,30,Mummy,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Yamask,Level 34,Cofagrigus,,,,,,,,This Pokémon has a body of sparkling gold. People say it no longer remembers that it was once human.,pokemon_images/Cofagrigus.jpg
564,V,tirtouga,Protoga,water,rock,Prototurtle Pokémon,88.14,11.86,0.7,16.5,45,7680,54,78,103,53,45,22,Solid Rock,Sturdy,,Swift Swim,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Tirtouga,Level ,Carracosta,,,,,,,,"This Pokémon inhabited ancient seas. Although it can only crawl, it still comes up onto land in search of prey.",pokemon_images/Tirtouga.jpg
565,V,carracosta,Abagoura,water,rock,Prototurtle Pokémon,88.14,11.86,1.2,81.0,45,7680,74,108,133,83,65,32,Solid Rock,Sturdy,,Swift Swim,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Tirtouga,Level ,Carracosta,,,,,,,,"Carracosta completely devours its prey—bones, shells, and all. Because of this, Carracosta’s own shell grows thick and sturdy.",pokemon_images/Carracosta.jpg
566,V,archen,Archen,rock,flying,First Bird Pokémon,88.14,11.86,0.5,9.5,45,7680,55,112,45,74,45,70,Defeatist,,,,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,Archen,Level ,Archeops,,,,,,,,"This Pokémon was successfully restored from a fossil. As research suggested, Archen is unable to fly. But it’s very good at jumping.",pokemon_images/Archen.jpg
567,V,archeops,Archeos,rock,flying,First Bird Pokémon,88.14,11.86,1.4,32.0,45,7680,75,140,65,112,65,110,Defeatist,,,,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,Archen,Level ,Archeops,,,,,,,,"It needs a running start to take off. If Archeops wants to fly, it first needs to run nearly 25 mph, building speed over a course of about 2.5 miles.",pokemon_images/Archeops.jpg
568,V,trubbish,Yabukuron,poison,,Trash Bag Pokémon,50.2,49.8,0.6,31.0,190,5120,50,50,62,40,62,65,Stench,Sticky Hold,,Aftermath,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,Trubbish,Level ,Garbodor,,,,,,,,"Its favorite places are unsanitary ones. If you leave trash lying around, you could even find one of these Pokémon living in your room.",pokemon_images/Trubbish.jpg
569,V,garbodor,Dustdas,poison,,Trash Heap Pokémon,50.2,49.8,1.9,107.3,60,5120,80,95,82,60,82,75,Stench,Weak Armor,,Aftermath,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,Trubbish,Level ,Garbodor,,,,,Gigantamax Garbodor,,,"This Pokémon eats trash, which turns into poison inside its body. The main component of the poison depends on what sort of trash was eaten.",pokemon_images/Garbodor.jpg
570,V,zorua,Zorua,dark,,Tricky Fox Pokémon,88.14,11.86,0.7,12.5,75,6400,40,65,40,80,40,65,Illusion,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,0,Zorua,Level ,Zoroark,,,,,,,,Zorua is a timid Pokémon. This disposition seems to be what led to the development of Zorua’s ability to take on the forms of other creatures.,pokemon_images/Zorua.jpg
571,V,zoroark,Zoroark,dark,,Illusion Fox Pokémon,88.14,11.86,1.6,81.1,45,5120,60,105,60,120,60,105,Illusion,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,0,Zorua,Level ,Zoroark,,,,,,,,"This Pokémon cares deeply about others of its kind, and it will conjure terrifying illusions to keep its den and pack safe.",pokemon_images/Zoroark.jpg
572,V,minccino,Chillarmy,normal,,Chinchilla Pokémon,24.9,75.1,0.4,5.8,255,3840,55,50,40,40,40,75,Cute Charm,Technician,,Skill Link,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Minccino,Use Shiny Stone,Cinccino,,,,,,,,The way it brushes away grime with its tail can be helpful when cleaning. But its focus on spotlessness can make cleaning more of a hassle.,pokemon_images/Minccino.jpg
573,V,cinccino,Chillaccino,normal,,Scarf Pokémon,24.9,75.1,0.5,7.5,60,3840,75,95,60,65,60,115,Cute Charm,Technician,,Skill Link,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Minccino,Use Shiny Stone,Cinccino,,,,,,,,Its body secretes oil that this Pokémon spreads over its nest as a coating to protect it from dust. Cinccino won’t tolerate even a speck of the stuff.,pokemon_images/Cinccino.jpg
574,V,gothita,Gothimu,psychic,,Fixation Pokémon,24.9,75.1,0.4,5.8,200,5120,45,30,50,55,65,45,Frisk,Competitive,,Shadow Tag,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Gothita,Level ,Gothorita,Level ,Gothitelle,,,,,,"Though they’re still only babies, there’s psychic power stored in their ribbonlike feelers, and sometimes they use that power to fight.",pokemon_images/Gothita.jpg
575,V,gothorita,Gothimiru,psychic,,Manipulate Pokémon,24.9,75.1,0.7,18.0,100,5120,60,45,70,75,85,55,Frisk,Competitive,,Shadow Tag,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Gothita,Level ,Gothorita,Level ,Gothitelle,,,,,,"It’s said that when stars shine in the night sky, this Pokémon will spirit away sleeping children. Some call it the Witch of Punishment.",pokemon_images/Gothorita.jpg
576,V,gothitelle,Gothiruselle,psychic,,Astral Body Pokémon,24.9,75.1,1.5,44.0,50,5120,70,55,95,95,110,65,Frisk,Competitive,,Shadow Tag,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Gothita,Level ,Gothorita,Level ,Gothitelle,,,,,,"It has tremendous psychic power, but it dislikes conflict. It’s also able to predict the future based on the movement of the stars.",pokemon_images/Gothitelle.jpg
577,V,solosis,Uniran,psychic,,Cell Pokémon,50.2,49.8,0.3,1.0,200,5120,45,30,40,105,50,20,Overcoat,Magic Guard,,Regenerator,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Solosis,Level ,Duosion,Level ,Reuniclus,,,,,,"It communicates with others telepathically. Its body is encapsulated in liquid, but if it takes a heavy blow, the liquid will leak out.",pokemon_images/Solosis.jpg
578,V,duosion,Doublan,psychic,,Mitosis Pokémon,50.2,49.8,0.6,8.0,100,5120,65,40,50,125,60,30,Overcoat,Magic Guard,,Regenerator,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Solosis,Level ,Duosion,Level ,Reuniclus,,,,,,Its psychic power can supposedly cover a range of more than half a mile—but only if its two brains can agree with each other.,pokemon_images/Duosion.jpg
